id,year,keywords,_year,_authors,_inventory_number,_title
KMS3879,1900,"canvas,oil,portrait",1903,Anna Ancher,KMS3879,The Painter Vilhelm Kyhn Smoking his Pipe
KMS1113,1780,"canvas,oil,portrait",1799,Jens Juel,KMS1113,"Poul Johan Schouw, guvernør i Ostindien"
KMS4326,1900,"canvas,oil",1911,Karl Schou,KMS4326,Lervase med tulipaner og andre blomster
KMS1786,1880,"canvas,oil",1898,Carl Wilhelmson,KMS1786,Sisters
KMS6151,1760,"canvas,oil,portrait",1779,Jens Juel,KMS6151,"Jean-Armand Tronchin, udsending ved det franske og engelske hof. Schweiz"
KMS1558,1840,"canvas,oil",1854,Wilhelm Marstrand,KMS1558,Alighting from a Gondola in Venice
KMS1908,1660,"canvas,oil",1672,Cornelis Norbertus Gysbrechts,KMS1908,"Trompe l'oeil with Violin, Music Book and Recorder"
KMS7066,1780,"canvas,oil",1786,Jean-François Pierre Peyron,KMS7066,The Death of Socrates
KMS1931,1820,"canvas,oil,portrait",1836,Christian Albrecht Jensen,KMS1931,One of the Artist's Sons
KMS3402,1860,"canvas,oil",1860,David Jacobsen,KMS3402,Katten i atelieret
KMS1506,1880,"canvas,oil",1895,Erik Henningsen,KMS1506,A Wounded Workman
KMS6691,1880,"canvas,oil",1894,Vilhelm Hammershøi,KMS6691,"The Artist's Wife, Ida Hammershøi, née Ilsted"
KMS7287,1900,"canvas,oil",1915,Jens Adolf Jerichau,KMS7287,The Road to the Churchyard in Toledo
KMS1647,1860,"canvas,oil",1879,Vilhelm Groth,KMS1647,Esrom sø
OPC 26,1900,,1914,Laurits Andersen Ring,OPC 26,Waiting for the Train. Level Crossing by Roskilde Highway
KMS1084,1860,"canvas,oil",1876,Jørgen Sonne,KMS1084,The Morning After the Battle of Isted 25 July 1850
KMS502,1840,"canvas,oil",1844,Sally Henriques,KMS502,Parti af Højbroplads
KMS3989,1880,"canvas,oil,portrait",1898,Laurits Andersen Ring,KMS3989,Twilight. The Artist's Wife
KMS3059,1660,"canvas,oil,trompe-l'œil",1668,Cornelis Norbertus Gysbrechts,KMS3059,Trompe l'oeil. Board Partition with Letter Rack and Music Book
KMS3075,1660,"canvas,oil",1670,Cornelis Norbertus Gysbrechts,KMS3075,Trompe l'Oeil. An Open Cabinet of Curiosities with a Hercules Group
KMS428,1840,"canvas,oil",1840,Julius Friedlænder,KMS428,A Group of Tightrope Walkers just before a Performance
KMS586,1760,"canvas,oil,nude,mythological painting",1775,Nicolai Abildgaard,KMS586,The Wounded Philoctetes
DEP698,1880,"canvas,oil,landscape art",1899,Albert Edelfelt,DEP698,"Summer Evening, Haiko Fiord"
KMS596,1780,"canvas,oil",1785,Nicolai Abildgaard,KMS596,The Prayers of the Potuans at the Feast of the Unfathomable God
KMS1139i,1780,"canvas,oil,portrait",1787,Nicolai Abildgaard,KMS1139i,Frederik V as Patron of Science and the Arts
KMSst155,1660,"canvas,oil,religious art",1666,Girolamo Troppa,KMSst155,The Apostle Peter
KMS6317,1860,"canvas,oil",1867,Constantin Hansen,KMS6317,Jens Simmelkær Asmussen og Katrine Asmussen som børn
KMS1292,1660,"canvas,oil,portrait",1660,Simon Luttichuys,KMS1292,Prince James of England
KMS3922,1600,"wood,oil,religious art",1618,Pieter Lastman,KMS3922,The Angel Raphael Takes Leave of Old Tobit and his Son Tobias
KMS467,1800,"canvas,oil",1814,Christian August Lorentzen,KMS467,"Julestuen, 13. scene"
KMS3889,1640,"canvas,oil",1648,Nicolas Poussin,KMS3889,The Testament of Eudamidas
KMSsp502,1620,"canvas,oil",1638,Andries Both,KMSsp502,A Tinker
KMS536,1840,"canvas,oil,marine art",1847,Christoffer Wilhelm Eckersberg,KMS536,"Ships in the Sound North of Kronborg Castle, Elsinore"
KMSsp191,1620,"oak,oil,portrait",1624,Peter Paul Rubens,KMSsp191,"Matthaeus Yrsselius (1541-1629), Abbot of Sint-Michiel's Abbey in Antwerp"
KMS421,1820,"canvas,oil",1830,Johan Peter Raadsig,KMS421,"Valdemar den Store bliver forbundet i Absalons moders hus, hvor han har søgt tilflugt efter overfaldet i Roskilde"
KMS1115,1780,"canvas,oil",1781,Jens Juel,KMS1115,Brændevinsbrænder Bagges enke
KMS7517,1820,"canvas,oil",1839,Dankvart Dreyer,KMS7517,"The Abandoned Daughters of the Lord High Constable, Stig Andersen Hvide"
KMS749,1840,"canvas,oil",1858,Vilhelm Kyhn,KMS749,Bjerglide i nærheden af Horsens. Eftermiddag
KMS1431,1880,"canvas,oil",1890,Laurits Andersen Ring,KMS1431,"Footpath near Herlufsholm, Zealand"
KMS4220,1880,"canvas,oil",1887,Fritz Syberg,KMS4220,Harvest
KMS1561,1880,"canvas,oil",1897,Viggo Johansen,KMS1561,Gæs ved en sø. Mod uroligt vejr. Dragør
KMS453,1840,"canvas,oil",1844,Christine Løvmand,KMS453,Frugter i et italiensk landskab
KMS508c,1840,"canvas,oil",1842,Ditlev Blunck,KMS508c,Manhood. From the series: The Four Ages of Man
KMS8567,1840,"canvas,oil paint",1845,Johan Lundbye,KMS8567,Two Cows in an Open Field
KMS8574,1880,"canvas,oil",1892,Gad Frederik Clement,KMS8574,Decorative Picture. The Vision of Saint Francis with the Three White Virgins
KMS7976,1500,"canvas,oil paint,religious art",1500,Francesco Solimena,KMS7976,The Annunciation
KMS3295,1880,"canvas,oil",1894,Vilhelm Hammershøi,KMS3295,"Frederikke Amalie Hammershøi, f. Rentzmann, kunstnerens moder"
KMS461,1800,"canvas,oil",1812,Christoffer Wilhelm Eckersberg,KMS461,"From Ludvig Holberg's ""Jean de France"", Act 1, Scene 6"
KMS1560,1800,"canvas,oil,portrait",1800,Jens Juel,KMS1560,"Portrait of Gertrud Hage, née Heitmann"
KMS4860,1840,"canvas,oil",1843,Dankvart Dreyer,KMS4860,A Beach with Dunes. The West Coast of Jutland
KMS1630,1880,"canvas,oil",1898,Fritz Syberg,KMS1630,Mother and Child
KMS322,1540,"wood,oil",1550,Vincent Sellaer,KMS322,"The Holy Family with the Infant St John, St Elizabeth and St Anna"
KMS2027,1820,"canvas,oil",1839,Johan Vilhelm Gertner,KMS2027,"Fru Lindam, f. Goos, enke efter superkargo Lindam i Ostindien"
KMSst310,1660,"canvas,oil",1676,Girolamo Troppa,KMSst310,The Dream of Jacob
KMS7661,1800,"canvas,oil",1800,Jens Juel,KMS7661,The Dancing Glade at Sorgenfri
KMS1475,1880,"canvas,oil,portrait",1882,Peder Severin Krøyer,KMS1475,Portræt af arkitekten F. Meldahl
KMS321,1660,"canvas,oil,still life",1662,Abraham van Beijeren,KMS321,Still Life with Fish on a Stone Table
KMS960,1840,"canvas,oil",1856,Hans Jørgen Hammer,KMS960,A Market Day in Fredericia
KMS1818,1900,"canvas,oil",1902,Peter Ilsted,KMS1818,Interiør med en samovar. Aften
KMS3491,1820,"wood,millboard,oil",1825,Johan Christian Dahl,KMS3491,Flat Beach by Sunset
KMS532,1840,"canvas,oil",1847,Julius Friedlænder,KMS532,The Upper Flights of the Spanish Steps in Rome
KMS4810,1760,"canvas,oil",1779,Jens Juel,KMS4810,Baroness Matilda Guiguer de Prangins in her Park at the Lake of Geneva
KMSsp731,1500,"canvas,oil,religious art",1512,Lucas Cranach the Elder,KMSsp731,Virgin and Child with the Saints Catherine and Barbara
KMS3238,1640,"canvas,oil,religious art",1650,anonymous,KMS3238,Virgin of the Rocks
KMS1324,1880,"canvas,oil",1887,Harald Foss,KMS1324,"Heather Hills near Rye, Jutland"
KMS3110,1840,"canvas,oil",1843,Julius Exner,KMS3110,The Plaster Cast Collection in the Royal Academy of Fine Arts
KMS508d,1840,"canvas,oil",1842,Ditlev Blunck,KMS508d,Old Age. From the series: The Four Ages of Man
KMSsp570,1660,"canvas,oil,landscape art",1660,Jacob van Ruisdael,KMSsp570,Landscape with a Waterfall and a Hut
KMS4938,1880,"canvas,oil",1887,Albert Gottschalk,KMS4938,Tidlig forårsdag i Glostrup
KMSsp130,1640,"canvas,oil,mythological painting",1646,Michele Desubleo,KMSsp130,Diana Hunting
KMS7710,1880,"wood,oil paint,religious art",1891,Harald Slott-Møller,KMS7710,Adam and Eve
KMSst136,1660,"canvas,oil,landscape art",1660,Willem Schellinks,KMSst136,Landscape with a Removal Cart
KMSsp104,1660,"canvas,oil,religious art",1666,Filippo Lauri,KMSsp104,The Baptism of Christ
KMS3225,1620,"canvas,oil,mythological painting",1627,Anthony van Dyck,KMS3225,Time Clipping Cupid's Wings
KMS3382,1900,"canvas,oil",1900,Hans Smidth,KMS3382,Pastor Sören blows out the candle on the New Year's Eve
KMS6246,1880,"canvas,oil",1887,Ernst Josephson,KMS6246,La joie de vivre
KMS2096,1880,"canvas,oil,portrait",1891,Edvard Munch,KMS2096,Olga Buhre
KMSsp556,1660,"canvas,oil,landscape art",1660,Willem Schellinks,KMSsp556,Italian Landscape with Classical Ruins
KMS8847,1840,genre art,1845,Christoffer Wilhelm Eckersberg,KMS8847,View through a door to running figures
KMS3401,1900,"canvas,oil",1908,"Prince Eugen, Duke of Närke",KMS3401,Ships at Anchor. Winter
KMS3166,1840,"canvas,oil",1843,P. C. Skovgaard,KMS3166,"The Artist's Friends and Family Seated Round a Table. Vejby, North Zealand"
KMS1175,1620,"canvas,oil,genre art",1628,Reinhold Timm,KMS1175,A Sculptor's Studio
KMS1653,1900,"canvas,oil,self-portrait",1900,Wilhelm Bendz,KMS1653,Self-Portrait
KMS6966,1820,"canvas,oil,portrait",1834,Johan Ludwig Lund,KMS6966,J.C. Spengler. Warden of the Royal Cabinet of Curiosities
KMS869,1860,"canvas,oil,landscape art",1870,Johan Edvard Bergh,KMS869,Beneath the Birches. Motif from Mälaren
KMS1040,1840,"canvas,oil",1853,Fritz Thomsen,KMS1040,Sabina
KMS1884,1660,"canvas,oil,still life",1670,Pieter van der Willigen,KMS1884,Vanitas Still Life
KMSsp801,1620,"canvas,oil",1622,Isaac Isaacsz.,KMSsp801,Allegory of the Sound
KMSsp598,1660,"canvas,oil,portrait",1675,Caspar Netscher,KMSsp598,"Coenraad van Beuningen (1622-1693)?, Burgomaster of Amsterdam"
KMS2061,1840,"canvas,oil,landscape art",1840,Johan Lundbye,KMS2061,Landscape in Cloudy Weather. Late Afternoon
KMS6606,1880,"canvas,oil,landscape art",1890,Laurits Andersen Ring,KMS6606,Gadekæret i Ring
KMSsp759,1660,"canvas,oil",1677,Juriaen Jacobsze,KMSsp759,A Boar Hunt
KMS403,1840,"canvas,oil",1841,Christine Løvmand,KMS403,Blomsterstykke
KMS540,1840,"canvas,oil",1843,Christen Dalsgaard,KMS540,Christmas Morning in a Farmhouse
KMSst415,1680,"canvas,oil",1685,Franz de Hamilton,KMSst415,Trompe l'oeil af et indrammet kobberstik af Maria med Barnet
KMS822,1860,"canvas,oil",1860,Frederik Vermehren,KMS822,To tiggerbørn i et bondekøkken
KMS7065,1780,"canvas,oil,portrait",1784,Joseph Duplessis,KMS7065,Portrait of Charles-Claude Flahaut de la Billarderie comte d'Angiviller (1730-1809)
KMS3353,1780,"canvas,oil",1796,Nicolai Abildgaard,KMS3353,Thetis Immersing her Infant Son Achilles in the River Styx to Make him Invulnerable
KMS2075,1900,"canvas,oil",1908,Peter Hansen,KMS2075,"Playing Children, Enghave Square"
KMS1139d,1780,"canvas,oil,battle painting",1782,Nicolai Abildgaard,KMS1139d,"Christian IV Aboard his Flagship ""The Trinity"""
KMSsp220,1620,"canvas,oil,religious art",1637,Pieter de Grebber,KMSsp220,David with the Head of Goliath
KMS7443,1740,"canvas,oil",1752,Johan Hörner,KMS7443,Interiør med en regnskabsfører og nogle skrivere ved stearinlys
KMS544,1840,"canvas,oil",1847,Andreas Peter Madsen,KMS544,Et vænge
KMS713,1840,"canvas,oil,genre art",1854,Julius Exner,KMS713,Interior with peasants from the region of Amager
KMS3285,1900,"canvas,oil",1902,Albert Gottschalk,KMS3285,Lyngbyvejen ved Vintappergården
KMS3120,1900,"canvas,oil,landscape art",1910,Laurits Andersen Ring,KMS3120,"The Fjord near Karrebæksminde, Zealand"
KMS207,1820,"canvas,oil",1832,Wilhelm Marstrand,KMS207,Svend Estridsen and Bishop Vilhelm
KMS3298,1820,"canvas,oil",1828,Wilhelm Bendz,KMS3298,"Christian IV på ""Trefoldigheden"" i slaget på Koldberger Heide 1644"
KMSsp522,1640,"canvas,wood,oil,animal painting",1650,Nicolaes Pieterszoon Berchem,KMSsp522,Landscape with Two Horses
KMS7057,1920,"canvas,oil",1923,Niels Larsen Stevns,KMS7057,"Udsigt fra Slotspladsen, Cagnes"
KMS4289,1840,"paper,canvas,oil",1852,Carl Frederik Sørensen,KMS4289,The Skerries at Marstrand. Sweden
KMS1635,1620,"wood,oil,portrait",1630,anonymous,KMS1635,Man with a Hat. (Portrait of Rembrandt's Father)
KMS8176,1820,"canvas,oil,portrait",1832,Christian Albrecht Jensen,KMS8176,Portrait of the Physicist Hans Christian Ørsted
KMS1989,1660,"canvas,oil,trompe-l'œil",1670,Cornelis Norbertus Gysbrechts,KMS1989,The Reverse of a Framed Painting
KMS3397,1760,"canvas,oil,mythological painting",1777,Nicolai Abildgaard,KMS3397,Ymir Suckling the Cow Audhumla
KMS1951,1860,"canvas,oil",1866,Ludvig Abelin Schou,KMS1951,Centaurs Hunting Boars
KMS1902,1660,"canvas,oil,trompe-l'œil",1671,Cornelis Norbertus Gysbrechts,KMS1902,Trompe l'oeil of a Letter Rack with Christian V's Proclamation
KMS1764,1800,"canvas,oil,portrait,self-portrait",1811,Christoffer Wilhelm Eckersberg,KMS1764,Self-Portrait
KMS3902,1780,"canvas,oil",1785,Nicolai Abildgaard,KMS3902,From Ludvig Holbergs´s The Journey of Niels Klim to The World Underground
KMS4224,1880,"canvas,oil,landscape art",1888,Laurits Andersen Ring,KMS4224,"A landscape near Bryrup, Jutland"
KMS1000,1740,"canvas,oil",1747,Thomas Huber,KMS1000,"Frederikke Sofie Wilhelmine, Margravine of Bayreuth"
KMS3905,1900,"canvas,oil",1913,Poul Simon Christiansen,KMS3905,Ships in the Sound
KMS8833,1840,"oil,canvas,group portrait",1857,Wilhelm Marstrand,KMS8833,Portrait of Otto Marstrand's two daughters and their nanny
KMS6255,1840,"canvas,oil,architectural painting",1842,Martinus Rørbye,KMS6255,"Interior of the Capella Palatina in Palermo, Italy"
KMS3729,1840,"canvas,oil,portrait",1841,P. C. Skovgaard,KMS3729,The Painter J.Th. Lundbye
KMS1114,1780,"canvas,oil",1781,Jens Juel,KMS1114,"Cecilie Marie Elisabeth Schouw, f. Bagge, Poul Johan Schouws hustru"
KMS3671,1880,"canvas,oil",1888,Vilhelm Hammershøi,KMS3671,Woman seen from the Back
KMS6707,1920,"canvas,oil",1924,Niels Larsen Stevns,KMS6707,Asminderup bakker mod lyset
KMS206,1820,"canvas,oil,genre art,architectural painting",1831,Martinus Rørbye,KMS206,The Prison of Copenhagen
KMS7246,1880,"canvas,oil",1888,Vilhelm Hammershøi,KMS7246,Interior. An Old Stove
KMS3411,1900,"canvas,oil",1917,Edvard Weie,KMS3411,"In the Vicar's Garden, Christiansø"
KMS599,1800,"canvas,oil",1806,Nicolai Abildgaard,KMS599,The Oath of Fealty in 1660
KMS6658,1900,"canvas,oil,genre art",1904,Vilhelm Hammershøi,KMS6658,Aften i stuen
KMS3602,1720,"canvas,oil",1724,Nicolas Lancret,KMS3602,Open Air Dance
KMS8079,1900,"canvas,oil",1900,Valdemar Schønheyder Møller,KMS8079,Sunset. Fontainebleau
KMS6706,1920,"canvas,oil",1923,Niels Larsen Stevns,KMS6706,The Olive Grove. With Cagnes in the Background. Against the Light
KMS1068,1760,"canvas,oil,portrait",1775,George Romney,KMS1068,Portrait of the Dentist Bartholomew Ruspini
KMS3007,1800,"canvas,oil,genre art",1800,anonymous,KMS3007,Gadescene i København ved år 1800. Piskebåndsjøden sælger en knipling til en ung pige
KMS3029,1660,"canvas,oil",1679,Jacob Biltius,KMS3029,Dead Wildfowl and a Huntsman's Net. Trompe l'oeil
KMSsp657,1660,"canvas,oil",1677,Jan Karel Donatus van Beecq,KMSsp657,English Warships at Sea in a Fresh Breeze
KMS3504,1500,"canvas,oil",1502,Antonio Solario,KMS3504,The Christ Child Worshipped by Mary
KMSsp811,1660,"canvas,oil",1672,Cornelis Norbertus Gysbrechts,KMSsp811,Trompe l'Oeil with Breakfast Piece and Goblets
KMS3898,1760,"canvas,oil",1763,Canaletto,KMS3898,The Doge and Grand Council in Sala del Maggior Consiglio
KMS1817,1880,"canvas,oil",1892,Peter Ilsted,KMS1817,A Young Girl Preparing Chantarelles
KMS733,1840,"canvas,oil",1855,F.C. Kiærskou,KMS733,Klippelandskab. Djupadal i Bleking
KMSsp160,1740,"canvas,oil,religious art",1753,Giovanni Domenico Tiepolo,KMSsp160,The Institution of The Eucharist
KMS847,1840,"canvas,oil",1854,Niels Simonsen,KMS847,Slaget ved Isted den 25. juli 1850
KMS1050,1840,"canvas,oil",1847,Fritz Thomsen,KMS1050,Hersilia
KMS3313,1900,"canvas,oil,group portrait",1915,Julius Paulsen,KMS3313,A Party in the Artist's Home
KMSsp406,1640,"canvas,oil,portrait",1640,Rembrandt,KMSsp406,A Young Woman Resting her Hands on the Picture Frame
KMS594,1780,"canvas,oil",1785,Nicolai Abildgaard,KMS594,The Potuans are Surprised to see Niels Klim Genuflect in front of the Wise Prince.
KMS812,1800,"canvas,oil,landscape art",1813,Julie Lütken,KMS812,Duck Shooting in a Wooded Landscape
KMS8,1640,"wood,oil,portrait",1640,Jaspar Beckx,KMS8,"Pedro Sunda,  a Servant of Don Miguel de Castro"
KMS3478,1840,"canvas,oil",1844,Christoffer Wilhelm Eckersberg,KMS3478,"Christian VIII Aboard his Steamship ""Ægir"" Watching the Manoeuvres of a Squadron near Copenhagen"
KMSsp844,1760,"canvas,oil,portrait",1765,Johann Salomon Wahl,KMSsp844,"Gerhard Morell, Keeper of the Royal Danish Kunstkammer"
KMS3473,1800,"canvas,oil",1808,Nicolai Abildgaard,KMS3473,Tibullus Lamenting outside the Door of his Beloved
KMS3297,1780,"canvas,oil,group portrait",1780,Nicolai Abildgaard,KMS3297,Christian I Proclaiming Holstein a Duchy. Painted for Christiansborg Castle
DEP15,1500,"canvas,oil,portrait",1514,Titian,DEP15,Portrait of Giovanni Bellini (?)
KMS4229,1880,"canvas,oil",1896,Niels Skovgaard,KMS4229,"Dansende kvinder, dragtdetailler og et landskab"
KMS2065,1860,"canvas,oil,portrait",1868,Ludovica Thornam,KMS2065,The Painter Vilhelm Kyhn
KMS410,1840,"canvas,oil",1843,Martinus Rørbye,KMS410,"The Crypt in the Monastry of San Benedetto in Subiaco, Italy"
KMS3499,1760,"canvas,oil",1770,Jens Juel,KMS3499,"Peder Rahr, købmand i Ribe"
KMS1664,1820,"canvas,oil,marine art",1827,Christoffer Wilhelm Eckersberg,KMS1664,A Danish Corvette Laying t in order to Confer with a Danish Brig: The Scene Being Set in West Indian Waters
KMS468,1800,"canvas,oil",1813,Christian August Lorentzen,KMS468,Maskerade. Intermedium
KMS1233,1880,"canvas,oil,genre art",1883,Peder Severin Krøyer,KMS1233,Fishermen at Skagen Beach
KMSsp342,1580,"canvas,oil,mythological painting",1591,Abraham Bloemaert,KMSsp342,Apollo and Diana Punishing Niobe by Killing her Children
KMSsp768,1660,"canvas,oil",1666,Georg Hainz,KMSsp768,A collector's cabinet with ivory cup
KMS885,1760,"canvas,oil,portrait",1765,Joshua Reynolds,KMS885,Queen Charlotte Sophia of Mecklenburg-Strelitz. Wife of George III
KMS3160,1820,"canvas,oil,portrait",1835,Christen Købke,KMS3160,"Portrait of the Artist´s Sister, Cecilie Margrethe Petersen,  née Købke"
KMS191,1820,"canvas,oil",1831,Adam August Müller,KMS191,Aladdin griber imellem andre drenge efter de nedkastede pommeranser
KMS8605,1860,"canvas,oil,portrait",1860,Elisabeth Jerichau-Baumann,KMS8605,Portrætskitse. Formodentlig kunstnerens søn Thorald Jerichau
KMS214,1820,"canvas,oil",1832,Christian Ezdorf,KMS214,The Southern Entrance to Almannagiaa near Thingvalla in Iceland
KMS905,1760,"canvas,oil,landscape art",1777,Erik Pauelsen,KMS905,"Evening Landscape near Gentofte, North of Copenhagen"
KMS1063,1840,"canvas,oil",1852,Johan Laurentz Jensen,KMS1063,Kamelier og rhododendron
KMS4155,1740,"canvas,oil",1752,Peder Als,KMS4155,"The Court Jeweller Christopher Fabritius and his Wife Gundel, née Berntz"
KMS503,1840,"canvas,oil",1845,Peter Julius Larsen,KMS503,To fattige børn
KMSsp379,1640,"canvas,oil",1650,Gerard van Honthorst,KMSsp379,Diana with her Nymphs
KMS2063,1820,"canvas,oil,genre art",1832,Jørgen Roed,KMS2063,An Artist Resting by the Roadside
KMS7254,1880,"canvas,oil",1898,Albert Gottschalk,KMS7254,Gade. Udkanten af København
KMS7456,1780,"canvas,oil",1787,Nicolai Abildgaard,KMS7456,Niels Klim Receives the Homage of the Quamites.
KMSsp154,1660,"canvas,oil",1672,Johann Carl Loth,KMSsp154,Cato the Younger's Death
KMS1340,1840,"canvas,oil,genre art",1857,Christen Dalsgaard,KMS1340,The Village Carpenter Bringing a Coffin for a Dead Child
KMS8274,1900,"canvas,oil",1905,Kristian Zahrtmann,KMS8274,Solskinsformiddag i Civita d'Antino
KMS1171,1620,"canvas,oil",1622,Reinhold Timm,KMS1171,Unge mænd brydes på en bro. Allegori
KMS3336,1820,"canvas,oil,portrait",1827,Constantin Hansen,KMS3336,A Girl with Fruits in a Basket
KMS413,1840,"canvas,oil,landscape art",1843,P. C. Skovgaard,KMS413,"Oak Trees in Nordskoven near Jægerspris, Zealand"
KMS7105,1880,"canvas,oil,landscape art",1888,Laurits Andersen Ring,KMS7105,"The Road at Mogenstrup, Zealand. Autumn"
KMS4113,1640,"canvas,oil,history painting",1651,Salvator Rosa,KMS4113,Diogenes Throwing away his Drinking Cup
KMSsp441,1640,"canvas,oil",1641,Abraham Willaerts,KMSsp441,A Battle near a Coast between Spaniards and Disembarking Dutchmen
KMS1231,1880,"canvas,oil,history painting",1882,Kristian Zahrtmann,KMS1231,The Death of Queen Sophie Amalie
KMS3822,1840,"canvas,oil",1852,Wilhelm Marstrand,KMS3822,"Collegium Politicum. From Ludvig Holberg’s The Political Tinker, Act I, Scene 2."
KMSsp890,1800,"canvas,oil",1817,Samuel Mygind,KMSsp890,Kvæg i en skov
KMS592,1800,"canvas,oil",1808,Nicolai Abildgaard,KMS592,Røverbandens husholderske trøster den unge pige ved at fortælle myten om Amor og Psyche. Motiv fra Apulejus: Det gyldne æsel
KMSst532,1640,"canvas,oil,religious art",1646,Pier Francesco Mola,KMSst532,The Rest on the Flight into Egypt
KMSsp798,1660,"canvas,oil,portrait",1665,Abraham Wuchters,KMSsp798,"The Elector of Saxony's Italian Dwarf, Giachomo Favorchi with Princess Magdalene Sibylle's Dog, Raro"
KMS748a,1840,"canvas,oil",1855,Anton Melbye,KMS748a,En episode af søslaget i Køge Bugt 1677
KMS2047,1880,"canvas,oil",1881,Jørgen Roed,KMS2047,"Kammerherreinde Caroline Amalie Meldahl, f. Ræder"
KMS1634,1620,"wood,oil,portrait",1630,anonymous,KMS1634,Portrait of Rembrandt with Gorget
KMS1581,1720,"canvas,oil,portrait",1739,Andreas Møller,KMS1581,"Sophie Magdalene, Christian VI's dronning"
KMS588,1800,"canvas,oil",1802,Nicolai Abildgaard,KMS588,Pamphilius and his sevant Davus. From Terence´s Andria
KMS857,1740,"canvas,oil,portrait",1751,Carl Gustaf Pilo,KMS857,"Portræt af Louise, Frederik V's første dronning"
KMS7475,1900,"canvas,oil",1915,Jens Adolf Jerichau,KMS7475,"The Quay, Bandol"
KMS1232,1880,"canvas,oil",1882,Kristian Zahrtmann,KMS1232,Leonora Christina in the Maribo Monastery
KMS894,1740,"canvas,oil,portrait",1754,Carl Gustaf Pilo,KMS894,Frederik V on Horseback
KMS1649,1840,"canvas,oil",1846,Wilhelm Marstrand,KMS1649,"Frederikke Raffenberg, née Hagerup"
KMS1657,1880,"canvas,oil",1899,Janus la Cour,KMS1657,"The Gardens of the Villa d'Este, Tivoli"
KMS1085,1860,"wood,oil,genre art",1875,Carl Bloch,KMS1085,A Fishwife
KMS376,1700,"canvas,oil,genre art",1707,Dirk Valkenburg,KMS376,"Slave ""Play"" on a Sugar Plantation in Surinam"
KMS3669,1880,"canvas,oil",1880,Kristian Zahrtmann,KMS3669,A Florentine Flower Seller
KMS6762,1840,"millboard,oil,landscape art",1843,Johan Lundbye,KMS6762,Landscape near Vejby seen from the North. Afternoon Light
KMSsp119,1640,"canvas,oil,religious art",1650,Domenico Gargiulo,KMSsp119,Rebecca and Eliezer at the Well
KMS3633,1780,"canvas,oil,equestrian portrait",1782,Vigilius Eriksen,KMS3633,"Catherine II of Russia in Life Guard Uniform on the horse ""Brillante"""
KMS4283,1880,"canvas,oil,landscape art",1893,Fridolin Johansen,KMS4283,"A Landscape. The Island of Mors, jutland"
KMS3708,1880,"canvas,oil",1896,Peder Severin Krøyer,KMS3708,"Kompositionsskitse til ""Et Møde i Videnskabernes Selskab"" i Videnskabernes Selskab"
KMS493,1840,"canvas,oil",1841,Sophus Schack,KMS493,Christian VIII og Caroline Amalies salving i Frederiksborg Slotskirke den 28. juni 1840
KMS3329,1820,"canvas,oil",1836,Wilhelm Marstrand,KMS3329,Familien Waagepetersen
KMS1279,1820,"canvas,oil,portrait",1821,Christian Albrecht Jensen,KMS1279,Violinspilleren
KMS870,1860,"canvas,oil,portrait",1868,Wilhelm Marstrand,KMS870,"Kunsthistorikeren, professor N. L. Høyen"
KMS4559,1820,"canvas,oil,portrait",1820,Christoffer Wilhelm Eckersberg,KMS4559,"Emilie Henriette Massmann, gift 1824 med kammerjunker Frederik Wilhelm Caspar von Benzon"
KMS8677,1900,"canvas,oil",1909,Vilhelm Hammershøi,KMS8677,Interior. Artificial Light
KMS1241,1800,"canvas,oil,portrait,group portrait",1818,Christoffer Wilhelm Eckersberg,KMS1241,Familien Nathanson
KMS504,1840,"canvas,oil",1845,Johan Lundbye,KMS504,Evening Scene with Sheep on a Mound
KMS591,1800,"canvas,oil",1809,Nicolai Abildgaard,KMS591,Fotis sees her Lover Lucius Transformed into an Ass. Motif from Apeleius' The Golden Ass
KMS6815,1820,"canvas,oil",1834,Constantin Hansen,KMS6815,Kronborg Castle
KMS1789,1860,"paper,oil",1869,P. C. Skovgaard,KMS1789,Rocky Hills near Civitella
KMS276,1820,"canvas,oil",1826,Carl Andreas August Goos,KMS276,Orpheus and Eurydice
KMSsp882,1780,"canvas,oil",1786,Erik Pauelsen,KMSsp882,"View of the Manor of Dronninggaard across Lake Fure, North Zealand."
KMS3410,1820,"canvas,oil,portrait",1829,Christen Købke,KMS3410,Portrait of the Animal Painter C.D. Gebauer
KMS3150,1820,"canvas,oil,self-portrait",1833,Christen Købke,KMS3150,Self-Portrait
KMS7342,1820,"canvas,oil,architectural painting",1830,Martinus Rørbye,KMS7342,Roman Courtyard Interior. Copy after Eckersberg
KMSsp124,1720,"canvas,oil,religious art",1724,Giovanni Battista Tagliasacchi,KMSsp124,The Holy Family
KMSsp868,1780,"canvas,oil",1787,Jens Juel,KMSsp868,The Crossing over the Little Belt at Snoghøj. Moonrise
KMS3328,1820,"wood,oil,landscape art",1824,Johan Christian Dahl,KMS3328,Evening on a Rocky Shore. View from Monte Sant'Angelo
KMS3605,1880,"canvas,oil,genre art",1885,Peder Severin Krøyer,KMS3605,"The Iron Foundry, Burmeister and Wain"
KMSsp443,1640,"canvas,oil,portrait",1659,Bartholomeus van der Helst,KMSsp443,Portrait of a Man
KMS3713,1620,"canvas,oil,portrait",1636,Jacob Adriaensz Backer,KMS3713,Portrait of a Woman
